011100,102201409,19,00,1
011100,102201409,42,00,2
011100,102201409,45,00,2
011100,102201409,45,01,4
011100,102201409,45,02,4
011100,102201409,68,02,3
011100,102201409,99,00,3
011100,102201409,99,01,3
011100,102201409,99,02,3
011100,103201011,94,00,1
011100,103201011,94,01,1
011100,103201011,94,02,4
011100,103201011,96,02,4
011100,103201015,01,01,2
011100,103201015,01,02,2
011100,103201019,01,00,1
011100,103201019,01,01,2
011100,103201019,01,02,1
011100,103201019,19,00,2
011100,103201019,19,02,2
011100,103201021,01,00,2
011100,103201021,01,01,3
011100,103201021,01,02,3
011100,103201021,89,00,3
011100,103201021,89,01,4
011100,103201021,89,02,4
011100,103201021,97,00,3
011100,103201021,97,01,4
011100,103201021,97,02,4
011100,103201022,01,00,3
011100,103201022,01,01,3
011100,103201022,01,02,3
011100,103201022,89,00,2
011100,103201022,89,01,2
011100,103201022,89,02,2
011100,103201022,97,00,3
011100,103201022,97,01,3
011100,103201022,97,02,2
011100,103201026,64,01,1
011100,103201026,64,02,1
011100,103201026,98,02,1
011100,103201028,19,00,1
011100,103201028,19,01,2
011100,103201028,19,02,2
011100,103201028,69,00,1
011100,103201028,69,01,1
011100,103201028,69,02,1
011100,103201028,89,00,1
011100,103201028,89,02,1
011100,103201031,19,03,1
011100,103201031,28,03,1
011100,103201032,28,02,1
011100,103201036,18,00,1
011100,103201036,18,01,1
011100,103201036,18,02,1
011100,103201036,65,00,2
011100,103201036,65,01,2
011100,103201036,65,02,2
011100,103201036,65,03,2
011100,103201038,01,02,2
011100,103201038,82,00,2
011100,103201038,82,01,3
011100,103201038,82,02,1
011100,103201038,88,00,1
011100,103201038,98,00,1
011100,103201038,98,01,2
011100,103201038,98,02,1
011100,103201039,01,00,2
011100,103201039,01,01,2
011100,103201039,01,02,2
011100,103201039,16,00,2
011100,103201039,16,01,1
011100,103201039,98,00,2
011100,103201040,45,00,2
011100,103201040,45,01,1
011100,103201040,45,02,1
011100,103201040,98,00,3
011100,103201040,98,01,1
011100,103201040,98,02,1
011100,103201044,45,01,2
011100,103201044,45,02,2
011100,103201046,18,00,1
011100,103201046,18,01,3
011100,103201046,18,02,2
011100,103201046,69,00,1
011100,103201046,69,01,1
011100,103201046,69,02,2
011100,103201047,18,00,1
011100,103201047,18,01,3
011100,103201047,18,03,1
011100,103201047,69,01,2
011100,103201047,69,02,1
011100,103201047,69,03,2
011100,103201050,89,00,2
011100,103201050,89,01,1
011100,103201050,98,00,1
011100,103201050,98,01,2
011100,103201050,98,02,3
011100,103201051,18,01,1
011100,103201054,01,00,2
011100,103201054,01,01,3
011100,103201054,01,02,2
011100,103201054,15,00,1
011100,103201054,15,01,1
011100,103201054,15,02,1
011100,103201054,41,00,1
011100,103201054,44,01,3
011100,103201054,44,02,1
011100,103201055,01,02,2
011100,103201055,15,00,2
011100,103201055,41,00,1
011100,103201055,41,01,3
011100,103201055,41,02,1
011100,103201055,44,00,1
011100,103201057,02,00,1
011100,103201057,02,01,2
011100,103201057,02,02,3
011100,103201057,15,00,1
011100,103201057,15,01,1
011100,103201057,15,02,2
011100,103201057,41,01,1
011100,103201057,41,02,2
011100,103201057,45,00,1
011100,103201057,45,02,2
011100,103201058,02,01,4
011100,103201058,02,02,3
011100,103201058,15,00,1
011100,103201058,15,01,1
011100,103201058,15,02,1
011100,103201058,19,00,2
011100,103201058,19,01,2
011100,103201058,19,02,3
011100,103201058,41,00,2
011100,103201058,41,01,4
011100,103201058,41,02,5
011100,103201059,02,00,2
011100,103201059,02,01,1
011100,103201059,02,02,2
011100,103201059,15,00,1
011100,103201059,15,01,2
011100,103201059,15,02,1
011100,103201059,19,00,1
011100,103201059,19,01,2
011100,103201059,19,02,2
011100,103201059,41,01,3
011100,103201059,41,02,1
011100,103201060,01,01,1
011100,103201060,01,02,1
011100,103201060,48,02,2
011100,103201060,97,02,1
011100,103201061,01,00,1
011100,103201061,01,01,4
011100,103201061,01,02,3
011100,103201061,48,00,3
011100,103201061,48,01,5
011100,103201061,48,02,4
011100,103201061,97,00,3
011100,103201061,97,01,5
011100,103201061,97,02,4
011100,103201062,01,02,3
011100,103201062,48,00,3
011100,103201062,48,01,2
011100,103201062,48,02,2
011100,103201062,97,01,2
011100,103201062,97,02,2
011100,103201063,49,01,1
011100,103201063,49,02,2
011100,103201063,89,00,1
011100,103201063,89,02,1
011100,103201064,41,01,3
011100,103201064,41,02,2
011100,103201064,49,00,1
011100,103201064,49,01,3
011100,103201064,49,02,3
011100,103201064,86,01,3
011100,103201064,86,02,2
011100,103201064,89,01,2
011100,103201064,89,02,2
011100,103201064,93,00,3
011100,103201064,93,01,3
011100,103201064,93,02,3
011100,103201065,41,00,2
011100,103201065,41,01,3
011100,103201065,41,02,2
011100,103201065,49,01,2
011100,103201065,49,02,1
011100,103201065,86,00,2
011100,103201065,86,01,2
011100,103201065,86,02,2
011100,103201065,89,00,1
011100,103201065,89,01,1
011100,103201065,89,02,3
011100,103201065,93,01,3
011100,103201065,93,02,2
011100,103201066,01,00,1
011100,103201066,01,01,2
011100,103201066,01,02,2
011100,103201066,41,00,1
011100,103201066,41,01,3
011100,103201066,41,02,2
011100,103201066,69,02,1
011100,103201066,72,02,1
